signal_type,ticker,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
V0.1,MMM,4,1,25.0,75.0,75.0,75.0,5.477570166172708,-1.567312667935683,1.568598899634646,2.3203737336829287,3.0103202976516528,2.3814106677551408,2.523206030600933
V0.1,MO,2,1,0.0,100.0,100.0,50.0,4.921789205002591,-1.7458535548401322,0.9987251477233894,2.2765122940186067,2.2566429491152284,3.4521286806834417,2.196309661624385
V0.1,MTB,1,1,0.0,100.0,100.0,0.0,4.336348532397993,-5.305519660328595,-1.7611223924681618,2.739523721617143,1.223924681558053,-1.0688573010891655,7.048989190364208
V0.1,NUE,3,1,33.33333333333333,100.0,100.0,66.66666666666666,12.13822483382061,-2.977502356448536,3.868455371513831,2.4397886231037003,1.8216181020383615,1.0359553162643327,5.12373096446701
V0.1,PEP,3,1,0.0,100.0,100.0,33.33333333333333,4.367416890892232,-1.6954025264066013,-0.10574353393223805,0.8826723843746017,1.798839400421152,1.9347765505582373,3.271150241903853
V0.1,PFE,1,1,0.0,100.0,100.0,100.0,9.634110357037473,-0.5163765122454866,3.5851283564473313,5.7096488639716725,8.195632930067864,5.318678076128647,3.591624637016655
V0.1,PGR,3,1,0.0,100.0,100.0,33.33333333333333,5.14334076355775,-3.555652709153819,0.940853299039072,0.037011866098872005,-0.43840668862561455,1.2093866527878583,3.585722453646989
V0.1,PPG,4,1,0.0,100.0,100.0,75.0,9.982528204791652,-3.045138336704311,1.4677689052416731,2.0794114202788148,6.787261123213664,6.962774941943916,5.58781685077534
V0.1,RF,1,1,0.0,100.0,100.0,100.0,32.42777496198681,-5.650278763304605,-3.097820577800303,12.387227572225035,19.31677648251393,20.22301064368981,5.1705756929637525
V0.1,SHW,3,1,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,4.167667478117824,-2.5939815903927617,1.4771019762942927,0.4048027206226064,3.8251822290774395,4.521782659007349,3.3886917634214475
V0.1,SLM,3,1,33.33333333333333,100.0,100.0,66.66666666666666,16.74843403634274,-4.618534080067523,2.456899986010907,8.471742696096088,5.578125285746105,4.263555005103336,7.115648331555691
V0.1,SNV,1,1,100.0,100.0,100.0,0.0,3.9212959744142406,-22.283251060279486,-2.203990822498769,-15.29583536119029,-29.694778558019873,-17.916985329903355,23.131581200239705
V0.1,STT,1,1,0.0,0.0,0.0,0.0,0.48236122337235177,-8.81808463483953,-3.856282429014679,-4.54983964748521,-1.1498448622011326,-5.835267123823429,8.363235668069958
V0.1,SVU,3,1,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,2.473170471286923,-9.425346612562976,-6.098089878845485,-5.979689020432969,-5.389039281242251,-4.3668897275275596,5.615771284951321
V0.1,SWK,4,1,50.0,50.0,50.0,50.0,3.5335447886806093,-3.53979527241241,-1.2762155827067718,3.2703076912844073,5.783215119491874,5.287500982620463,3.0105199530712
V0.1,TGT,4,1,50.0,50.0,50.0,50.0,6.4867130731607485,-5.005895038654035,-1.2141466111762784,1.1881209567439879,0.483829979223493,2.7280356797246474,5.499877913924134
V0.1,USB,2,1,50.0,100.0,100.0,50.0,10.633545511512775,-4.044895080353001,-2.173716733751241,1.932102449146239,6.102168835827859,1.8332090634779585,4.599450504843916
V0.1,VFC,5,1,20.0,100.0,100.0,60.0,6.857785517298064,-4.187671772016679,0.4295365687398034,0.5557962772315417,-2.784606956853415,-1.1108950439378784,4.505282743039407
V0.1,WMT,2,1,50.0,100.0,100.0,0.0,4.331685582512512,-3.5351025610850577,0.7583096018656477,-2.477641136454017,-2.2927061881429402,-1.520265117571562,2.173751104663957
