window,signal_type,signal_date,signals,stocks,stop_rate_pct,avg_ret_20d_pct
BULL_2013_2014,V0.1,2013-09-05,4,4,25.0,0.10718029237692117
BULL_2013_2014,V0.1,2013-09-06,5,5,20.0,2.3496627518003903
BULL_2013_2014,V0.1,2013-09-09,1,1,100.0,-4.061237847416221
BULL_2013_2014,V0.1,2013-10-02,2,2,50.0,13.937241409137236
BULL_2013_2014,V0.1,2013-10-07,1,1,0.0,6.289004643112728
BULL_2013_2014,V0.1,2013-10-09,2,2,0.0,6.329478559778535
BULL_2013_2014,V0.1,2013-10-10,6,6,0.0,6.775019742168272
BULL_2013_2014,V0.1,2013-10-11,5,5,0.0,6.107223562222016
BULL_2013_2014,V0.1,2013-10-14,1,1,0.0,1.1988506885960426
BULL_2013_2014,V0.1,2013-10-28,1,1,0.0,2.878016382554782
BULL_2013_2014,V0.1,2013-11-26,1,1,100.0,-0.9878419452887588
BULL_2013_2014,V0.1,2013-12-05,2,2,50.0,2.0183240654308654
BULL_2013_2014,V0.1,2013-12-06,2,2,0.0,2.046526877417476
BULL_2013_2014,V0.1,2013-12-09,2,2,100.0,-0.4719767969333766
BULL_2013_2014,V0.1,2013-12-10,2,2,50.0,4.501055765349493
BULL_2013_2014,V0.1,2013-12-11,1,1,0.0,4.5835672842972075
BULL_2013_2014,V0.1,2013-12-16,1,1,0.0,4.725994386641319
BULL_2013_2014,V0.1,2013-12-17,2,2,0.0,4.729043217740303
BULL_2013_2014,V0.1,2013-12-18,3,3,0.0,2.4511348523694445
BULL_2013_2014,V0.1,2013-12-19,4,4,50.0,-0.7060002466110771
BULL_2013_2014,V0.1,2013-12-24,2,2,100.0,-3.7655704541489365
BULL_2013_2014,V0.1,2014-01-10,1,1,100.0,-1.9714953691214898
BULL_2013_2014,V0.1,2014-01-15,2,2,100.0,0.822072123043732
BULL_2013_2014,V0.1,2014-01-16,2,2,100.0,-2.1647001990612367
BULL_2013_2014,V0.1,2014-01-22,2,2,100.0,-5.545728162509961
BULL_2013_2014,V0.1,2014-01-29,3,3,33.33333333333333,3.1462037908962515
BULL_2013_2014,V0.1,2014-01-30,2,2,100.0,1.5193289675336952
BULL_2013_2014,V0.1,2014-01-31,1,1,100.0,6.63385643978085
BULL_2013_2014,V0.1,2014-02-06,6,6,0.0,6.221544210179139
BULL_2013_2014,V0.1,2014-02-07,7,7,14.285714285714285,5.107146427630318
BULL_2013_2014,V0.1,2014-02-10,5,5,0.0,5.352675372394162
